Numéro de mesure,Longitude,Latitude,Position,Insee,Adresse,Complément,Code postal,Commune,Date de mesure,Mesure réalisée,Rapport,Conformité de la mesure,Niveau global,Type d'environnement,Laboratoire
118549,3.86404,43.64828,"03° 51' 50.56'' Est, 43° 38' 53.80'' Nord",34172,3191 Route de Mende,,34093,MONTPELLIER,20/11/2014,En intérieur,R_SO1158_1_1PUB.pdf,Oui,0.97,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
118563,3.85621,43.61099,"03° 51' 22.36'' Est, 43° 36' 39.55'' Nord",34172,36 Boulevard Benjamin Milhau,,34070,MONTPELLIER,27/11/2014,En intérieur,R_SO1194_1_2PUB.pdf,Oui,0.17,Lieu d'habitation,EXEM
118564,3.94562,43.56983,"03° 56' 44.22'' Est, 43° 34' 11.39'' Nord",34198,7 Rue du château d'eau,,34470,PEROLS,27/11/2014,En intérieur,R_SO1229_1_1PUB.pdf,Oui,0.63,Lieu d'habitation,EXEM
118768,3.94541,43.56999,"03° 56' 43.48'' Est, 43° 34' 11.97'' Nord",34198,8 Rue du Château d'eau,,34470,PEROLS,10/12/2014,En intérieur,R_SO1257_1_1PUB.pdf,Oui,1.04,Lieu d'habitation,EXEM
119106,3.23196,43.33620,"03° 13' 55.04'' Est, 43° 20' 10.32'' Nord",34032,28 Rue Jean Mermoz,,34500,BEZIERS,7/1/2015,En intérieur,R_SO1261_1_2PUB.pdf,Oui,3.89,Lieu d'habitation,EXEM
119116,3.23248,43.33795,"03° 13' 56.94'' Est, 43° 20' 16.62'' Nord",34032,3 Rue Georges Guynemer,,34500,BEZIERS,7/1/2015,En intérieur,R_SO1261_1_1PUB.pdf,Oui,0.64,Lieu d'habitation,EXEM
119188,3.87988,43.61821,"03° 52' 47.57'' Est, 43° 37' 05.56'' Nord",34172,11 Rue Louis Frédéric Rouquette,,34090,MONTPELLIER,13/1/2015,En intérieur,R_SO1342_1_1PUB.pdf,Oui,0.31,Lieu d'habitation,EXEM
119198,3.89378,43.62931,"03° 53' 37.60'' Est, 43° 37' 45.50'' Nord",34172,87 Rue de la Draye,,34090,MONTPELLIER,13/1/2015,En intérieur,R_SO1342_1_2PUB.pdf,Oui,0.17,Lieu d'habitation,EXEM
119505,3.05374,43.32802,"03° 03' 13.46'' Est, 43° 19' 40.85'' Nord",34052,5 Rue des cigales,,34310,CAPESTANG,9/2/2015,En intérieur,R_SO1461_1_1PUB.pdf,Oui,0.90,Lieu d'habitation,EXEM
119513,3.90611,43.57252,"03° 54' 22.00'' Est, 43° 34' 21.06'' Nord",34129,Rue de la Martillière,,34970,LATTES,29/1/2015,En intérieur,R_SO1404_1_1PUB.pdf,Oui,0.62,Lieu d'habitation,EXEM
119867,4.01243,43.61586,"04° 00' 44.74'' Est, 43° 36' 57.11'' Nord",34154,20 Boulevard de la République,,34130,MAUGUIO,18/3/2014,En intérieur,R_SO186_1_1PUB.pdf,Oui,2.52,Lieu d'habitation,EXEM
119871,3.87196,43.59186,"03° 52' 19.07'' Est, 43° 35' 30.68'' Nord",34172,2 Rue Tibidabo,,34070,MONTPELLIER,20/5/2014,En intérieur,R_SO425_1_1PUB.pdf,Oui,0.88,Lieu d'habitation,EXEM
119881,3.22127,43.35155,"03° 13' 16.58'' Est, 43° 21' 05.58'' Nord",34032,9 Rue Lamarck,,34500,BEZIERS,25/2/2014,En intérieur,R_SO121_1_1PUB.pdf,Oui,1.13,Lieu d'habitation,EXEM
119908,3.69937,43.39963,"03° 41' 57.72'' Est, 43° 23' 58.67'' Nord",34301,18 Rue Martin,,34200,SETE,19/3/2014,En intérieur,R_SO201_1_1PUB.pdf,Oui,0.39,Lieu d'habitation,EXEM
119919,3.28322,43.28227,"03° 16' 59.59'' Est, 43° 16' 56.17'' Nord",34299,3 Chemin de l'Airoule,,34410,SERIGNAN,31/3/2014,En intérieur,R_SO161_1_1PUB.pdf,Oui,1.88,Lieu d'habitation,EXEM
119930,3.87436,43.61961,"03° 52' 27.70'' Est, 43° 37' 10.61'' Nord",34172,3 Rue des Abeilles,,34090,MONTPELLIER,20/5/2014,En intérieur,R_SO403_1_1PUB.pdf,Oui,0.51,Lieu d'habitation,EXEM
120037,3.88326,43.60360,"03° 52' 59.74'' Est, 43° 36' 12.97'' Nord",34172,11 Rue Louis Figuier,,34000,MONTPELLIER,5/3/2015,En intérieur,R_SO1472_1_1PUB.pdf,Oui,2.68,Lieu d'habitation,EXEM
120044,3.23160,43.35062,"03° 13' 53.76'' Est, 43° 21' 02.23'' Nord",34032,4 Rue Ferdinand de Lesseps,,34500,BEZIERS,6/3/2015,En intérieur,R_SO1506_1_2PUB.pdf,Oui,2.81,Lieu d'habitation,EXEM
120098,3.23693,43.34559,"03° 14' 12.93'' Est, 43° 20' 44.13'' Nord",34032,7 Avenue Pierre Verdier,,34500,BEZIERS,6/3/2015,En intérieur,R_SO1505_1_1PUB.pdf,Oui,4.06,Lieu d'habitation,EXEM
120307,3.86998,43.60596,"03° 52' 11.93'' Est, 43° 36' 21.45'' Nord",34172,14 Rue Toiras,,34000,MONTPELLIER,21/7/2014,En intérieur,R_SO652_1_1PUB.pdf,Oui,5.02,Lieu d'habitation,EXEM
120359,3.23346,43.33568,"03° 14' 00.45'' Est, 43° 20' 08.44'' Nord",34032,11 Rue E.Sera,,34500,BEZIERS,17/3/2015,En intérieur,R_SO1557_1_1PUB.pdf,Oui,0.48,Lieu d'habitation,EXEM
120578,3.11202,43.38970,"03° 06' 43.27'' Est, 43° 23' 22.92'' Nord",34069,7 Lotissement les Hameaux,,34370,CAZOULS-LES-BEZIERS,2/4/2015,En intérieur,R_SO1602_1_1PUB.pdf,Oui,0.20,Lieu d'habitation,EXEM
120847,3.86767,43.53490,"03° 52' 03.60'' Est, 43° 32' 05.63'' Nord",34337,18 Rue du Courlis,,34750,VILLENEUVE-LES-MAGUELONE,21/4/2015,En intérieur,R_SO1670_1_1PUB.pdf,Oui,0.22,Lieu d'habitation,EXEM
121014,3.99930,43.70807,"03° 59' 57.48'' Est, 43° 42' 29.04'' Nord",34307,4 Rue de la Fontaine Blanche,,34160,SUSSARGUES,27/4/2015,En intérieur,R_SO1702_1_1PUB.pdf,Oui,0.10,Lieu d'habitation,EXEM
121035,3.93682,43.58880,"03° 56' 12.55'' Est, 43° 35' 19.68'' Nord",34154,210 Rue Saint-Exupéry,,34130,MAUGUIO,27/4/2015,En intérieur,R_SO1700_1_1PUB.pdf,Oui,1.42,Locaux professionnels non accessibles au public,EXEM
121068,3.72888,43.89005,"03° 43' 43.97'' Est, 43° 53' 24.18'' Nord",34005,Hameau de Valrac,,34190,AGONES,28/4/2015,En intérieur,R_SO1751_1_1PUB.pdf,Oui,0.29,Lieu d'habitation,EXEM
121072,3.66365,43.40223,"03° 39' 49.15'' Est, 43° 24' 08.04'' Nord",34301,114 Rue Benjamin Roger,,34200,SETE,29/4/2015,En intérieur,R_SO1765_1_1PUB.pdf,Oui,0.63,Lieu d'habitation,EXEM
121279,3.81696,43.62243,"03° 49' 01.07'' Est, 43° 37' 20.76'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,11/5/2015,En intérieur,R_SO1759_1_4PUB.pdf,Oui,0.10,Lieu d'habitation,EXEM
121285,3.81695,43.62238,"03° 49' 01.01'' Est, 43° 37' 20.57'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,11/5/2015,En intérieur,R_SO1759_1_5PUB.pdf,Oui,0.14,Lieu d'habitation,EXEM
121288,3.81694,43.62239,"03° 49' 00.98'' Est, 43° 37' 20.59'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,11/5/2015,En intérieur,R_SO1759_1_6PUB.pdf,Oui,0.21,Lieu d'habitation,EXEM
121349,3.81765,43.62236,"03° 49' 03.55'' Est, 43° 37' 20.51'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,19/5/2015,En intérieur,R_SO1758_1_1PUB.pdf,Oui,0.60,Lieu d'habitation,EXEM
121350,3.81713,43.62185,"03° 49' 01.68'' Est, 43° 37' 18.67'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,19/5/2015,En intérieur,R_SO1759_1_3PUB.pdf,Oui,0.70,Lieu d'habitation,EXEM
121357,3.81716,43.62185,"03° 49' 01.76'' Est, 43° 37' 18.67'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,19/5/2015,En intérieur,R_SO1759_1_2PUB.pdf,Oui,0.18,Lieu d'habitation,EXEM
121361,3.81733,43.62196,"03° 49' 02.39'' Est, 43° 37' 19.06'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,19/5/2015,En intérieur,R_SO1759_1_1PUB.pdf,Oui,0.45,Lieu d'habitation,EXEM
121363,3.81646,43.62214,"03° 48' 59.24'' Est, 43° 37' 19.70'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,19/5/2015,En intérieur,R_SO1832_1_1PUB.pdf,Oui,0.47,Lieu d'habitation,EXEM
121483,3.81716,43.62207,"03° 49' 01.78'' Est, 43° 37' 19.46'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,27/5/2015,En intérieur,R_SO1758_1_2PUB.pdf,Oui,0.29,Lieu d'habitation,EXEM
122015,3.23710,43.34557,"03° 14' 13.55'' Est, 43° 20' 44.06'' Nord",34032,7 Avenue Pierre Verdier,,34500,BEZIERS,30/6/2015,En intérieur,R_SO1931_1_3PUB.pdf,Oui,2.33,Locaux professionnels non accessibles au public,EXEM
122024,3.23703,43.34582,"03° 14' 13.32'' Est, 43° 20' 44.95'' Nord",34032,7 Avenue Pierre Verdier,,34500,BEZIERS,30/6/2015,En intérieur,R_SO1931_1_2PUB.pdf,Oui,1.64,Locaux professionnels non accessibles au public,EXEM
122026,3.23750,43.34576,"03° 14' 14.99'' Est, 43° 20' 44.74'' Nord",34032,7 Avenue Pierre Verdier,,34500,BEZIERS,30/6/2015,En intérieur,R_SO1931_1_1PUB.pdf,Oui,2.38,Locaux professionnels non accessibles au public,EXEM
122037,3.81757,43.62191,"03° 49' 03.26'' Est, 43° 37' 18.88'' Nord",34172,120 Avenue de Barcelone,,34080,MONTPELLIER,1/7/2015,En intérieur,R_SO1893_1_1PUB.pdf,Oui,0.44,Lieu d'habitation,EXEM
122055,3.23729,43.34534,"03° 14' 14.26'' Est, 43° 20' 43.21'' Nord",34032,7 Avenue Pierre Verdier,,34500,BEZIERS,30/6/2015,En intérieur,R_SO1932_1_2PUB.pdf,Oui,2.60,Locaux professionnels non accessibles au public,EXEM
122056,3.23692,43.34587,"03° 14' 12.91'' Est, 43° 20' 45.14'' Nord",34032,7 Avenue Pierre Verdier,,34500,BEZIERS,30/6/2015,En intérieur,R_SO1931_1_4PUB.pdf,Oui,0.91,Locaux professionnels non accessibles au public,EXEM
122302,3.89177,43.61723,"03° 53' 30.38'' Est, 43° 37' 02.01'' Nord",34172,51 Boulevard Ernest Renan,,34000,MONTPELLIER,20/7/2015,En intérieur,R_SO1988_1_1PUB.pdf,Oui,0.13,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
122307,3.89049,43.61747,"03° 53' 25.78'' Est, 43° 37' 02.89'' Nord",34172,48 Boulevard Ernest Renan,,34000,MONTPELLIER,21/7/2015,En intérieur,R_SO1982_1_15PUB.pdf,Oui,0.12,Lieu d'habitation,EXEM
122315,3.84895,43.68304,"03° 50' 56.22'' Est, 43° 40' 58.95'' Nord",34247,3 Avenue du Val de Montferrand,,34980,SAINT-CLEMENT-DE-RIVIERE,20/7/2015,En intérieur,R_SO1991_1_1PUB.pdf,Oui,0.12,Lieu d'habitation,EXEM
122323,3.89071,43.61759,"03° 53' 26.54'' Est, 43° 37' 03.31'' Nord",34172,47 Boulevard Ernest Renan,,34000,MONTPELLIER,21/7/2015,En intérieur,R_SO1982_1_7PUB.pdf,Oui,0.13,Lieu d'habitation,EXEM
122369,3.89267,43.61541,"03° 53' 33.61'' Est, 43° 36' 55.49'' Nord",34172,422 Rue la Pépinière,,34000,MONTPELLIER,22/7/2015,En intérieur,R_SO2029_1_1PUB.pdf,Oui,0.58,Lieu d'habitation,EXEM
122371,3.89150,43.61841,"03° 53' 29.39'' Est, 43° 37' 06.27'' Nord",34172,196 Rue des paradisiers,,34000,MONTPELLIER,23/7/2015,En intérieur,R_SO1982_1_6PUB.pdf,Oui,0.26,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
122372,3.88773,43.61546,"03° 53' 15.84'' Est, 43° 36' 55.65'' Nord",34172,403 Avenue de Saint Maur,,34000,MONTPELLIER,23/7/2015,En intérieur,R_SO1982_1_1PUB.pdf,Oui,0.13,Lieu d'habitation,EXEM
122373,3.89084,43.61737,"03° 53' 27.01'' Est, 43° 37' 02.53'' Nord",34172,48 Boulevard Ernest Renan,,34000,MONTPELLIER,22/7/2015,En intérieur,R_SO1982_1_9PUB.pdf,Oui,0.23,Lieu d'habitation,EXEM
122377,3.89389,43.61858,"03° 53' 37.99'' Est, 43° 37' 06.90'' Nord",34172,1100 Avenue de Saint Maur,,34000,MONTPELLIER,23/7/2015,En intérieur,R_SO1982_1_2PUB.pdf,Oui,0.22,Lieu d'habitation,EXEM
122382,3.89157,43.61716,"03° 53' 29.64'' Est, 43° 37' 01.77'' Nord",34172,56 Boulevard Ernest Renan,,34000,MONTPELLIER,22/7/2015,En intérieur,R_SO1982_1_12PUB.pdf,Oui,0.24,Lieu d'habitation,EXEM
122451,3.89050,43.61785,"03° 53' 25.79'' Est, 43° 37' 04.26'' Nord",34172,5 Impasse Viala,,34000,MONTPELLIER,23/7/2015,En intérieur,R_SO1982_1_3PUB.pdf,Oui,0.18,Lieu d'habitation,EXEM
122720,3.60638,43.42760,"03° 36' 22.95'' Est, 43° 25' 39.34'' Nord",34157,7 Rue Sadi Carnot,,34140,MEZE,17/8/2015,En intérieur,R_SO2063_1_1PUB.pdf,Oui,0.16,Lieu d'habitation,EXEM
122747,3.60677,43.42734,"03° 36' 24.36'' Est, 43° 25' 38.42'' Nord",34157,20 Rue Sadi Carnot,,34140,MEZE,18/8/2015,En intérieur,R_SO2063_1_5PUB.pdf,Oui,0.09,"Commerce (Centre commercial, ?",EXEM
122748,3.60662,43.42747,"03° 36' 23.85'' Est, 43° 25' 38.89'' Nord",34157,13 Rue Sadi Carnot,,34140,MEZE,18/8/2015,En intérieur,R_SO2063_1_3PUB.pdf,Oui,0.40,Lieu d'habitation,EXEM
122753,3.60621,43.42814,"03° 36' 22.35'' Est, 43° 25' 41.29'' Nord",34157,10 Avenue De Montpellier,,34140,MEZE,18/8/2015,En intérieur,R_SO2063_1_8PUB.pdf,Oui,0.09,"Commerce (Centre commercial, ?",EXEM
122853,4.01817,43.77063,"04° 01' 05.42'' Est, 43° 46' 14.28'' Nord",34110,76 Chemin Du Moulin à Vent,,34160,GALARGUES,19/8/2015,En intérieur,R_SO2073_1_1PUB.pdf,Oui,0.32,Lieu d'habitation,EXEM
123039,3.23827,43.34558,"03° 14' 17.77'' Est, 43° 20' 44.09'' Nord",34032,15 Avenue Pierre Verdier,,34500,BEZIERS,16/9/2015,En intérieur,R_SO2102_1_1PUB.pdf,Oui,0.22,Divers,EXEM
123053,3.86857,43.63676,"03° 52' 06.86'' Est, 43° 38' 12.34'' Nord",34172,16 Rue Prosper Lissagaray,,34090,MONTPELLIER,16/9/2015,En intérieur,R_SO2108_1_1PUB.pdf,Oui,0.41,Lieu d'habitation,EXEM
123056,3.87738,43.61076,"03° 52' 38.58'' Est, 43° 36' 38.74'' Nord",34172,27 Rue Foch,,34000,MONTPELLIER,16/9/2015,En intérieur,R_SO2142_1_2PUB.pdf,Oui,0.15,Lieu d'habitation,EXEM
123059,3.66900,43.49611,"03° 40' 08.40'' Est, 43° 29' 45.99'' Nord",34213,30 Avenue Bois de Boulogne,,34560,POUSSAN,16/9/2015,En intérieur,R_SO2151_1_1PUB.pdf,Oui,0.13,Lieu d'habitation,EXEM
123061,3.91406,43.60087,"03° 54' 50.60'' Est, 43° 36' 03.12'' Nord",34172,194 Avenue Nina Simone,,34960,MONTPELLIER,17/9/2015,En intérieur,R_SO2142_1_1PUB.pdf,Oui,0.44,Locaux professionnels non accessibles au public,EXEM
123146,3.69675,43.41256,"03° 41' 48.28'' Est, 43° 24' 45.23'' Nord",34301,78 Place Cambon,,34200,SETE,29/9/2015,En intérieur,R_SO2122_1_1PUB.pdf,Oui,0.14,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
123148,3.46638,43.31735,"03° 27' 58.96'' Est, 43° 19' 02.47'' Nord",34003,Rue de la Digue,,34300,AGDE,29/9/2015,En intérieur,R_SO2123_1_1PUB.pdf,Oui,0.24,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
123396,3.20813,43.35015,"03° 12' 29.26'' Est, 43° 21' 00.53'' Nord",34032,11 Impasse André Dauchez,,34500,BEZIERS,20/10/2015,En intérieur,R_SO2277_1_1PUB.pdf,Oui,2.06,Lieu d'habitation,EXEM
123420,3.23247,43.33810,"03° 13' 56.87'' Est, 43° 20' 17.16'' Nord",34032,3 Rue Georges Guynemer,,34500,BEZIERS,19/10/2015,En intérieur,R_SO2254_1_1PUB.pdf,Oui,0.87,Lieu d'habitation,EXEM
123601,3.87014,43.61612,"03° 52' 12.49'' Est, 43° 36' 58.02'' Nord",34172,5 Rue De La Sauzede,,34000,MONTPELLIER,2/11/2015,En intérieur,R_SO2274_1_2PUB.pdf,Oui,1.10,Lieu d'habitation,EXEM
123639,3.86808,43.60887,"03° 52' 05.07'' Est, 43° 36' 31.95'' Nord",34172,18 Rue Emile Zola,,34000,MONTPELLIER,3/11/2015,En intérieur,R_SO2274_1_1PUB.pdf,Oui,1.71,Lieu d'habitation,EXEM
123790,3.21891,43.33648,"03° 13' 08.07'' Est, 43° 20' 11.32'' Nord",34032,14 Boulevard de Verdun,,34500,BEZIERS,9/11/2015,En intérieur,R_SO2230_1_1PUB.pdf,Oui,0.19,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
124231,3.88279,43.60972,"03° 52' 58.03'' Est, 43° 36' 35.00'' Nord",34172,14 Avenue Frédéric Mistral,,34000,MONTPELLIER,10/12/2015,En intérieur,R_SO2350_1_1PUB.pdf,Oui,1.96,Lieu d'habitation,EXEM
124928,3.92433,43.68304,"03° 55' 27.58'' Est, 43° 40' 58.95'' Nord",34309,Place de l'Eglise,,34820,TEYRAN,7/1/2016,En intérieur,R_SO2482_1_3PUB.pdf,Oui,0.33,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
125724,3.87775,43.55656,"03° 52' 39.90'' Est, 43° 33' 23.60'' Nord",34129,Avenue du Montpelliéret,Site Maurin - Bâtiment BEX,34970,LATTES,26/1/2016,En intérieur,Rapport public AU121501-R.pdf,Oui,0.17,Locaux professionnels non accessibles au public,AEXPERTISE
125881,3.86238,43.58942,"03° 51' 44.57'' Est, 43° 35' 21.92'' Nord",34172,85 Rue Charles Vanel,,34070,MONTPELLIER,8/2/2016,En intérieur,R_SO2546_1_1PUB.pdf,Oui,0.51,Lieu d'habitation,EXEM
126287,3.21445,43.34329,"03° 12' 52.00'' Est, 43° 20' 35.84'' Nord",34032,5 Rue Mairan,,34500,BEZIERS,7/3/2016,En intérieur,R_SO2688_1_1PUB.pdf,Oui,0.45,Lieu d'habitation,EXEM
126513,3.23223,43.34956,"03° 13' 56.04'' Est, 43° 20' 58.43'' Nord",34032,16 Rue Ferdinand de Lesseps,,34500,BEZIERS,4/4/2016,En intérieur,R_SO2767_1_1PUB.pdf,Oui,0.17,Lieu d'habitation,EXEM
126522,2.79160,43.50466,"02° 47' 29.76'' Est, 43° 30' 16.77'' Nord",34229,7 Chemin Neuf,,34220,RIOLS,4/4/2016,En intérieur,R_SO2766_1_1PUB.pdf,Oui,0.53,Lieu d'habitation,EXEM
127056,3.21453,43.36111,"03° 12' 52.31'' Est, 43° 21' 39.99'' Nord",34032,114 Rue de l'Oranger,,34500,BEZIERS,17/5/2016,En intérieur,R_SO2934_1_1PUB.pdf,Oui,0.28,Lieu d'habitation,EXEM
127159,3.23178,43.33605,"03° 13' 54.42'' Est, 43° 20' 09.78'' Nord",34032,28 Rue Jean Mermoz,,34500,BEZIERS,17/5/2016,En intérieur,R_SO2933_1_1PUB.pdf,Oui,3.69,Lieu d'habitation,EXEM
127397,2.59840,43.32879,"02° 35' 54.22'' Est, 43° 19' 43.65'' Nord",34097,5 Route de Carcassonne,,34210,FELINES-MINERVOIS,8/6/2016,En intérieur,R_SO2956_1_1PUB.pdf,Oui,0.24,Lieu d'habitation,EXEM
127846,3.23365,43.33604,"03° 14' 01.14'' Est, 43° 20' 09.75'' Nord",34032,20 Rue Louis Carayon,,34500,BEZIERS,5/7/2016,En intérieur,R_SO3028_1_1PUB.pdf,Oui,0.31,Lieu d'habitation,EXEM
128119,3.89088,43.60792,"03° 53' 27.16'' Est, 43° 36' 28.52'' Nord",34172,50 Place Zeus,,34000,MONTPELLIER,11/8/2016,En intérieur,R_SO3172_1_1PUB.pdf,Oui,1.38,Locaux professionnels non accessibles au public,EXEM
128131,3.89092,43.60819,"03° 53' 27.31'' Est, 43° 36' 29.47'' Nord",34172,Rue Léon Blum,,34000,MONTPELLIER,11/8/2016,En intérieur,R_SO3172_1_2PUB.pdf,Oui,1.04,Locaux professionnels non accessibles au public,EXEM
128176,3.18670,43.46958,"03° 11' 12.12'' Est, 43° 28' 10.47'' Nord",34258,9 Rue des Pins,,34480,SAINT-GENIES-DE-FONTEDIT,31/8/2016,En intérieur,R_SO3218_1_1PUB.pdf,Oui,0.26,Lieu d'habitation,EXEM
128325,3.84324,43.61140,"03° 50' 35.66'' Est, 43° 36' 41.05'' Nord",34172,125 Avenue de Lodève,,34000,MONTPELLIER,30/10/2014,En intérieur,R_SO913_1_1PUB.pdf,Oui,0.45,Locaux professionnels non accessibles au public,EXEM
128657,3.68999,43.44955,"03° 41' 23.96'' Est, 43° 26' 58.39'' Nord",34023,67 Rue des Palombes,,34540,BALARUC-LES-BAINS,26/7/2016,En intérieur,R_SO3147_1_2PUB.pdf,Oui,2.00,Lieu d'habitation,EXEM
128663,3.69038,43.44980,"03° 41' 25.35'' Est, 43° 26' 59.27'' Nord",34023,4 Plan de Thau,,34540,BALARUC-LES-BAINS,11/8/2016,En intérieur,R_SO3147_1_1PUB.pdf,Oui,1.37,Lieu d'habitation,EXEM
128717,3.82481,43.60527,"03° 49' 29.31'' Est, 43° 36' 18.98'' Nord",34172,63 Impasse des Millepertuis,,34070,MONTPELLIER,24/10/2016,En intérieur,R_SO3338_1_1PUB.pdf,Oui,0.86,Lieu d'habitation,EXEM
128818,3.22844,43.35313,"03° 13' 42.37'' Est, 43° 21' 11.26'' Nord",34032,5 Rue Claude Farrère,,34500,BEZIERS,9/11/2016,En intérieur,R_SO3356_1_1PUB.pdf,Oui,0.70,Lieu d'habitation,EXEM
128828,3.31650,43.50377,"03° 18' 59.39'' Est, 43° 30' 13.58'' Nord",34237,7 Rue Jean Calas,,34320,ROUJAN,9/11/2016,En intérieur,R_SO3393_1_1PUB.pdf,Oui,0.24,Lieu d'habitation,EXEM
129096,3.68993,43.44940,"03° 41' 23.73'' Est, 43° 26' 57.83'' Nord",34023,69 Rue des Palombes,,34540,BALARUC-LES-BAINS,19/9/2016,En intérieur,R_SO3240_1_1PUB.pdf,Oui,1.24,Lieu d'habitation,EXEM
129123,3.82818,43.56957,"03° 49' 41.44'' Est, 43° 34' 10.46'' Nord",34270,16 Rue des Carrières,,34430,SAINT-JEAN-DE-VEDAS,12/12/2016,En intérieur,R_SO3506_1_1PUB.pdf,Oui,0.48,Lieu d'habitation,EXEM
129124,3.88410,43.59169,"03° 53' 02.75'' Est, 43° 35' 30.08'' Nord",34172,11 Rue des Catalpas,,34070,MONTPELLIER,13/12/2016,En intérieur,R_SO3509_1_1PUB.pdf,Oui,0.36,Lieu d'habitation,EXEM
129129,3.87493,43.61234,"03° 52' 29.76'' Est, 43° 36' 44.43'' Nord",34172,4 Rue Saint-Pierre,,34000,MONTPELLIER,12/12/2016,En intérieur,R_SO3542_1_1PUB.pdf,Oui,0.56,Lieu d'habitation,EXEM
129133,3.83127,43.57344,"03° 49' 52.56'' Est, 43° 34' 24.39'' Nord",34270,129 Chemin de la Roque,,34430,SAINT-JEAN-DE-VEDAS,12/12/2016,En intérieur,R_SO3495_1_1PUB.pdf,Oui,0.14,Divers,EXEM
129134,3.87719,43.61103,"03° 52' 37.87'' Est, 43° 36' 39.70'' Nord",34172,8 Place du Marché aux Fleurs,,34000,MONTPELLIER,12/12/2016,En intérieur,R_SO3521_1_1PUB.pdf,Oui,0.24,Lieu d'habitation,EXEM
129242,3.10956,43.39019,"03° 06' 34.42'' Est, 43° 23' 24.68'' Nord",34069,19 Avenue Jean Moulin,,34370,CAZOULS-LES-BEZIERS,24/10/2016,En intérieur,R_SO3318_1_1PUB.pdf,Oui,1.31,Lieu d'habitation,EXEM
129381,3.84095,43.61677,"03° 50' 27.40'' Est, 43° 37' 00.37'' Nord",34172,148 Rue Marius Carrieu,,34080,MONTPELLIER,3/1/2017,En intérieur,R_SO3571_1_1PUB.pdf,Oui,0.41,Divers,EXEM
129383,3.90347,43.60682,"03° 54' 12.50'' Est, 43° 36' 24.54'' Nord",34172,170 Rue Fra Angelico,,34000,MONTPELLIER,4/1/2017,En intérieur,R_SO3583_1_1PUB.pdf,Oui,0.24,Lieu d'habitation,EXEM
129715,4.07142,43.56268,"04° 04' 17.12'' Est, 43° 33' 45.63'' Nord",34344,31 Allée des Oliviers,,34280,LA GRANDE-MOTTE,8/2/2017,En intérieur,R_SO3712_1_1PUB.pdf,Oui,0.99,Lieu d'habitation,EXEM
129718,3.88747,43.60697,"03° 53' 14.87'' Est, 43° 36' 25.07'' Nord",34172,140 Allée du Nouveau Monde,,34000,MONTPELLIER,9/2/2017,En intérieur,R_SO3754_1_1PUB.pdf,Oui,0.16,Lieu d'habitation,EXEM
129770,3.24904,43.41228,"03° 14' 56.53'' Est, 43° 24' 44.21'' Nord",34025,22 Rue de la Fontaine Neuve,,34290,BASSAN,9/2/2017,En intérieur,R_SO3670_1_1PUB.pdf,Oui,0.50,Lieu d'habitation,EXEM
129792,3.50983,43.29141,"03° 30' 35.39'' Est, 43° 17' 29.08'' Nord",34003,4 Résidence Les Maisons du Cap,,34300,AGDE,9/2/2017,En intérieur,R_SO3755_1_1PUB.pdf,Oui,1.67,Lieu d'habitation,EXEM
130012,3.48940,43.30045,"03° 29' 21.85'' Est, 43° 18' 01.61'' Nord",34003,9 Rue de la Science,,34300,AGDE,8/3/2017,En intérieur,R_SO3857_1_1PUB.pdf,Oui,0.13,Lieu d'habitation,EXEM
130211,3.96817,43.65736,"03° 58' 05.40'' Est, 43° 39' 26.51'' Nord",34327,2 Impasse Escuret,,34740,VENDARGUES,11/4/2017,En intérieur,R_SO3954_1_1PUB.pdf,Oui,0.14,Lieu d'habitation,EXEM
130226,3.27835,43.28317,"03° 16' 42.05'' Est, 43° 16' 59.39'' Nord",34299,20 Rue Barbès,,34410,SERIGNAN,10/4/2017,En intérieur,R_SO3952_1_2PUB.pdf,Oui,1.41,Lieu d'habitation,EXEM
130624,3.83107,43.57392,"03° 49' 51.87'' Est, 43° 34' 26.13'' Nord",34270,32 Chemin de la Roque,,34430,SAINT-JEAN-DE-VEDAS,30/5/2017,En intérieur,R_SO4085_1_1PUB.pdf,Oui,0.35,Lieu d'habitation,EXEM
